article_id,title,url,publisher,hostname,timestamp,category
5252,Unemployment rate decreases in January,http://csbj.com/2014/03/17/unemployment-rate-decreases-in-january/,Colorado Springs Business Journal,csbj.com,1400000000000.0,0
5210,Iowa Unemployment Rate Ticks Up,http://www.woi-tv.com/story/24999498/iowa-unemployment-rate-ticks-up,WOI,www.woi-tv.com,1400000000000.0,0
5891,NJ unemployment rate falls to 7.1 percent,http://www.mysanantonio.com/news/article/NJ-unemployment-rate-falls-to-7-1-percent-5324226.php,San Antonio Express,www.mysanantonio.com,1400000000000.0,0
3702,Mt. Gox Users Now Able to Login and Check Wallet Balances,http://www.slyck.com/story2353_Mt_Gox_Users_Now_Able_to_Login_and_Check_Wallet_Balances_,Slyck,www.slyck.com,1400000000000.0,0
5524,UPDATE 2-Symantec fires CEO Bennett,http://www.reuters.com/article/2014/03/20/symantec-ceo-idUSL3N0MH4HZ20140320,Reuters,www.reuters.com,1400000000000.0,0
3779,Carney: Estimate for rates to hit 2-3% 'not unreasonable',http://www.investmentweek.co.uk/investment-week/news/2333421/carney-estimate-for-rates-to-hit-2-3-not-unreasonable,Investment Week,www.investmentweek.co.uk,1390000000000.0,0
4750,Symantec Fires CEO In Surprise Move,http://www.informationweek.com/messages.asp\?piddl_msgthreadid=9291&amp;piddl_msgid=205066&amp;piddl_msgtocontent=yes,InformationWeek,www.informationweek.com,1400000000000.0,0
5164,Experts: Merely ousting Bennett won't solve Symantec strategy problems,http://searchsecurity.techtarget.com/news/2240216716/Experts-Merely-ousting-Bennett-wont-solve-Symantec-strategy-problems,TechTarget,searchsecurity.techtarget.com,1400000000000.0,0
3399,U.S. stocks open lower in cautious trade; Dow Jones down 0.38%,http://www.nasdaq.com/article/us-stocks-open-lower-in-cautious-trade-dow-jones-down-038-cm334607,NASDAQ,www.nasdaq.com,1390000000000.0,0
4363,SC jobless rate falls to 6.4% in January,http://www.charlestonbusiness.com/news/50792-s-c-jobless-rate-falls-to-6-4-in-january,Charleston Regional Business,www.charlestonbusiness.com,1400000000000.0,0
1428,China's Exports Unexpectedly Decline in Blow to Confidence,http://www.sfgate.com/business/bloomberg/article/China-s-Exports-Unexpectedly-Decline-in-Blow-to-5299327.php,San Francisco Chronicle,www.sfgate.com,1390000000000.0,0
1679,OMB Projects Bigger Returns on Fannie and Freddie,http://stream.wsj.com/story/latest-headlines/SS-2-63399/SS-2-477104/,Wall Street Journal,stream.wsj.com,1390000000000.0,0
3686,"Mass transit use up nationally, but TriMet ridership down",http://www.katu.com/news/local/Mass-transit-use-up-nationally-but-TriMet-ridership-down-249321641.html,KATU,www.katu.com,1390000000000.0,0
