article_id,title,url,publisher,hostname,timestamp,category
5064,UPDATE 1-Ukraine crisis worries hammer German investor morale,http://in.reuters.com/article/2014/03/18/germany-zew-idINL6N0MF2BV20140318,Reuters,in.reuters.com,1400000000000.0,0
5131,"Symantec Fires CEO, and More",http://live.wsj.com/video/symantec-fires-ceo-and-more/61CB554E-31CE-4D20-BC43-D02FCC34883D.html,Wall Street Journal,live.wsj.com,1400000000000.0,0
5267,Little change in local jobless rates,http://www.kpcnews.com/news/latest/eveningstar/article_47509972-1ab4-5416-8909-2ce86f8eaa52.html,KPCnews.com,www.kpcnews.com,1400000000000.0,0
5210,Iowa Unemployment Rate Ticks Up,http://www.woi-tv.com/story/24999498/iowa-unemployment-rate-ticks-up,WOI,www.woi-tv.com,1400000000000.0,0
1774,China significantly weakens yuan,http://www.businessspectator.com.au/news/2014/3/11/exchange-rate/china-significantly-weakens-yuan,Business Spectator,www.businessspectator.com.au,1390000000000.0,0
2389,Euro zone inflation drops back to lowest ever level in February,http://in.reuters.com/article/2014/03/17/us-eurozone-inflation-idINBREA2G0H220140317,Reuters,in.reuters.com,1400000000000.0,0
4640,"Symantec fires CEO Steve Bennett, names Michael Brown as interim replacement",http://www.theage.com.au/it-pro/business-it/symantec-fires-ceo-steve-bennett-names-michael-brown-as-interim-replacement-20140320-hvkzw.html,The Age,www.theage.com.au,1400000000000.0,0
5334,Symantec CEO firing raises doubts about turnaround,http://timesofindia.indiatimes.com/Tech/Tech-News/Symantec-CEO-firing-raises-doubts-about-turnaround/articleshow/32487469.cms,Times of India,timesofindia.indiatimes.com,1400000000000.0,0
4099,Stocks slip as investors keep eye on Asia,http://money.cnn.com/2014/03/10/investing/stocks-markets/,CNNMoney,money.cnn.com,1390000000000.0,0
1022,"At last, a break for Bill Ackman on his Herbalife bet",http://qz.com/187099/at-last-a-break-for-bill-ackman-on-his-herbalife-bet/,Quartz,qz.com,1390000000000.0,0
4990,"Florida Unemployment Rate 6.1%, Brevard County 7%",http://business.brevardtimes.com/2014/03/florida-unemployment-rate-61-brevard.html,Brevard Times,business.brevardtimes.com,1400000000000.0,0
2770,Euro-Zone Inflation Rate Revised Down,http://www.nasdaq.com/article/eurozone-inflation-rate-revised-down-20140317-00068,NASDAQ,www.nasdaq.com,1400000000000.0,0
1601,iShares MSCI United Kingdom Index (ETF) (EWU) news: Broadbent to oversee  ...,http://seekingalpha.com/news/1632293-broadbent-to-oversee-boe-monetary-policy,Seeking Alpha,seekingalpha.com,1400000000000.0,0
3038,$A lower on Ukraine worries,http://au.news.yahoo.com/thewest/business/national/a/21902401/a-lower-on-ukraine-worries/,The West Australian,au.news.yahoo.com,1390000000000.0,0
491,Quiznos Files for Chapter 11 Bankruptcy Protection -- 3rd Update,http://online.wsj.com/article/BT-CO-20140314-710967.html,Wall Street Journal,online.wsj.com,1400000000000.0,0
4495,MKM Partners Downgrades Symantec (SYMC) to Sell,http://www.streetinsider.com/Analyst+PT+Change/MKM+Partners+Downgrades+Symantec+(SYMC)+to+Sell/9304499.html,StreetInsider.com \(subscription\),www.streetinsider.com,1400000000000.0,0
2535,"NYMEX-US crude dips on China data, supply concerns cap fall",http://uk.reuters.com/article/2014/03/10/markets-asia-nymex-idUKL3N0M704Z20140310,Reuters UK,uk.reuters.com,1390000000000.0,0
5050,"Colorado unemployment rate down in January, continuing trend",http://www.brushnewstribune.com/ci_25355738/colorado-unemployment-rate-down-january-continuing-trend,Brush News Tribune,www.brushnewstribune.com,1400000000000.0,0
5010,Indiana unemployment rate drops to 6.4 percent,http://www.fox28.com/story/25000373/2014/03/17/indiana-unemployment-rate-drops-to-64-percent,Fox 28,www.fox28.com,1400000000000.0,0
317,Unicredit Posts 14 billion Euro Loss For 2013,http://www.ntd.tv/en/news/world/europe/20140311/109414-unicredit-posts-14-billion-euro-loss-for-2013.html,New Tang Dynasty Television,www.ntd.tv,1390000000000.0,0
1808,China economic data disappoint markets,http://www.marketwatch.com/story/china-economic-data-disappoint-markets-2014-03-13\?link=MW_latest_news,MarketWatch,www.marketwatch.com,1390000000000.0,0
1634,Fannie and Freddie Could Send $179.2 Billion in Profit to Taxpayers,http://atlantablackstar.com/2014/03/10/major-profits-fannie-freddie-send-179-2b-taxpayers/,Atlanta Black Star,atlantablackstar.com,1390000000000.0,0
3399,U.S. stocks open lower in cautious trade; Dow Jones down 0.38%,http://www.nasdaq.com/article/us-stocks-open-lower-in-cautious-trade-dow-jones-down-038-cm334607,NASDAQ,www.nasdaq.com,1390000000000.0,0
1052,"World stocks, copper and oil fall after weak China exports",http://indianexpress.com/article/business/business-others/world-stocks-copper-and-oil-fall-after-weak-china-exports/,Indian Express,indianexpress.com,1390000000000.0,0
3068,Stocks end slightly lower on China growth worries - Live5News.com | Charleston  ...,http://www.live5news.com/story/24930784/stocks-slip-on-discouraging-news-from-asia,Live 5 News,www.live5news.com,1390000000000.0,0
5238,Symantec CEO ouster raises questions about turnaround,http://www.globalpost.com/dispatch/news/thomson-reuters/140321/symantec-ceo-ouster-raises-questions-about-turnaround,GlobalPost,www.globalpost.com,1400000000000.0,0
1023,Gold price down 1% after US jobs data; posts weekly gain,http://zeenews.india.com/business/bullion/bullion-news/gold-price-down-1-after-us-jobs-data-posts-weekly-gain_95809.html,Zee News,zeenews.india.com,1390000000000.0,0
5164,Experts: Merely ousting Bennett won't solve Symantec strategy problems,http://searchsecurity.techtarget.com/news/2240216716/Experts-Merely-ousting-Bennett-wont-solve-Symantec-strategy-problems,TechTarget,searchsecurity.techtarget.com,1400000000000.0,0
5130,Symantec Switches Out CEOs,http://news.investors.com/032014-694074-symantec-switches-out-ceos.htm,Investor's Business Daily,news.investors.com,1400000000000.0,0
